,Unnamed: 0,date,open,high,low,close,volume,sma,macd,stochastic_k,stochastic_d,rsi,william_r,trend,trading_signal,trading_decision,p_t_s_xgboost,p_t_s_lstm
0,0,1969-04-08,99.889999,101.269997,99.349998,100.139999,9360000,100.03266586666668,0.5437598552033904,73.56537181382029,67.06789711504989,49.39596580170056,42.85711370261834,down,0.0,,,
1,1,1969-04-09,100.139999,101.440002,99.879997,101.019997,12530000,100.21733233333336,0.5425039630047905,75.47981484554957,70.81980643169156,56.437648860553075,30.95241445066491,down,0.0,,,
2,2,1969-04-10,101.019997,102.220001,100.730003,101.550003,12200000,100.42133266666669,0.5890426932496949,77.28786717011897,73.43103177606464,60.04391707091423,20.361864417133084,down,0.4509811226415571,,,
3,3,1969-04-11,101.550003,102.279999,100.970001,101.650002,10650000,100.58399953333334,0.6397638948508728,78.89489251877815,75.44435127649629,60.70489165015575,22.22208950613587,down,0.5,,,
4,4,1969-04-14,101.650002,102.400002,101.019997,101.57,8990000,100.69933313333334,0.6651878175274248,80.31920030016161,77.22085817814894,59.85185181207757,24.44436790121341,down,0.5,,,
5,5,1969-04-15,101.57,102.150002,100.760002,101.529999,9610000,100.82599993333336,0.6447349903775716,81.57530038017235,78.83398666301963,59.402378255841924,25.55550709875179,up,1.0,sell,,
6,6,1969-04-16,101.529999,101.779999,100.160004,100.629997,9680000,100.90133306666668,0.517831920757672,81.81335736970753,80.26313106637073,50.257378560092214,50.98039215686265,up,0.5514698529411832,,,
7,7,1969-04-17,100.629997,101.410004,99.989998,100.779999,9360000,100.97599940000002,0.41608277749372746,81.32144824838552,81.23595268334721,51.59492544509549,49.55491031885799,down,0.16176544117647673,buy,,
8,8,1969-04-18,100.779999,102.089996,100.300003,101.239998,10850000,101.03266600000002,0.37550135875878254,80.66937350949466,81.57003533275515,55.54283029728374,35.905068108409665,down,0.4788739139069188,,,
9,9,1969-04-21,101.239998,101.68,100.110001,100.559998,10010000,100.996666,0.28523254216574395,79.23928250014988,81.26805970919592,49.15985601502279,56.083139589228146,down,0.0,,,
10,10,1969-04-22,100.559998,101.290001,99.519997,100.779999,10250000,100.94799913333334,0.223201086882554,77.43087299378584,80.41003475267671,51.11713254050128,49.55491031885799,down,0.0,,,
11,11,1969-04-23,100.779999,101.769997,100.150002,100.800003,12220000,100.90666613333336,0.18422435328869824,75.5086936034504,79.11317633447679,51.3007207657424,48.19274096385542,down,0.0,,,
12,12,1969-04-24,100.800003,101.800003,100.209999,101.269997,11340000,100.93933266666667,0.18842715369243024,73.9960067466177,77.39294969912872,55.526880381769544,34.036295180722874,down,0.0,,,
13,13,1969-04-25,101.269997,102.290001,100.809998,101.720001,12480000,101.00866606666668,0.2093639676007797,73.42401434472903,75.64519111461802,59.179546152973224,20.48195783132548,down,0.0,,,
14,14,1969-04-28,101.720001,102.650002,100.970001,102.029999,11120000,101.15133273333336,0.2430766996113647,73.55331642734879,74.3095715649324,61.52393777074172,12.131229991829414,down,0.0,,,
15,15,1969-04-29,102.029999,103.309998,101.510002,102.790001,14730000,101.32799953333333,0.3374758804248188,74.28919131013221,73.65777917289854,66.58998797720169,-4.472804356542665,down,0.0,,,
16,16,1969-04-30,102.790001,104.559998,102.5,103.690002,19350000,101.50599986666668,0.4867681396507066,75.64051856876263,73.7555073607367,71.39347778648029,-10.026488119660518,down,0.06666671604942198,,,
17,17,1969-05-01,103.690002,104.589996,102.739998,103.510002,14380000,101.63666646666668,0.5775824869632373,77.18546856081714,74.49434210208128,69.24906517218989,20.833249834672557,down,0.5,,,
18,18,1969-05-02,103.510002,104.629997,102.980003,104.0,13070000,101.79333300000002,0.7070774489387475,79.09422185860535,75.70505947990405,71.73771384083867,11.637004267653694,down,0.5,,,
19,19,1969-05-05,104.0,105.08000200000001,103.480003,104.370003,13300000,101.97999986666667,0.8376762158596875,81.24735776261728,77.3067363293951,73.48284403047595,5.087945205479572,down,0.5,,,
20,20,1969-05-06,104.370003,105.5,103.839996,104.860001,14700000,102.202,0.9720835721085166,83.78537370394378,79.17568272734664,75.62902887061648,3.9568489596683887,up,0.7209337209302341,sell,,
21,21,1969-05-07,104.860001,105.589996,103.83000200000001,104.66999799999999,14030000,102.4713334,1.0695611851881208,86.1690144134512,81.37565110838884,73.156485890405,13.879625144000896,down,0.5,buy,,
22,22,1969-05-08,104.66999799999999,105.739998,104.099998,105.099998,13050000,102.75933333333334,1.1687150298513131,88.39310174042244,83.73391529333747,75.13752211291892,8.072456025116319,up,0.5826764461557224,sell,,
23,23,1969-05-09,105.099998,106.010002,104.349998,105.050003,12530000,103.01333366666668,1.2216913482602365,90.47926456055616,86.11582995260584,74.44957026243071,11.093165419105183,up,0.5629934527816823,,,
24,24,1969-05-12,105.050003,105.650002,104.120003,104.889999,10550000,103.30200040000001,1.222049215523711,92.19051193662509,88.34712690480997,72.17206567419552,17.257351881855215,down,0.5,buy,,
25,25,1969-05-13,104.889999,105.910004,104.309998,105.339996,12910000,103.6060002,1.2288617186002568,93.72916671336851,90.35429274586792,74.53177846275536,11.433549488054625,up,0.6554596921184239,sell,,
26,26,1969-05-14,105.339996,106.739998,105.07,106.160004,14360000,103.96333359999998,1.2879350687157682,95.02005198938022,92.13298107018328,78.16523416272048,-2.5862400415999875,up,1.0,,,
27,27,1969-05-15,106.160004,106.690002,105.08000200000001,105.849998,11930000,104.268667,1.2795658281000328,95.78983482889069,93.64657687979131,73.8743049332438,15.008431703204039,up,0.9763147493080248,,,
28,28,1969-05-16,105.849998,106.589996,105.18,105.940002,12280000,104.5500004,1.2481256815487995,96.2407476952821,94.84635117721321,74.31515515143488,13.864755908885092,up,1.0,,,
29,29,1969-05-19,105.940002,106.150002,104.519997,104.970001,9790000,104.74600053333332,1.12153114150955,95.81291037822685,95.683544837851,62.144335912876905,33.843180759602944,up,1.0,,,
30,30,1969-05-20,104.970001,105.160004,103.559998,104.040001,10280000,104.82933386666667,0.9078873237118472,94.15880128494278,95.94783096746656,53.155807538346956,63.67920456566244,down,0.5,buy,,
31,31,1969-05-21,104.040001,105.029999,103.370003,104.470001,12100000,104.8813338,0.7561226092474841,91.90408539847515,95.40415311948395,56.302902335933425,56.749925000000104,down,0.4368945376592953,,,
32,32,1969-05-22,104.470001,105.660004,103.91999799999999,104.599998,13710000,104.95400019999998,0.6133610487041494,89.22399524306816,93.9585990205483,57.23822055786865,56.91496930182084,down,0.5,,,
33,33,1969-05-23,104.599998,105.32,103.779999,104.589996,10900000,104.99333326666664,0.4923527568197841,86.17505761896639,91.76229397549541,57.13688506902477,63.798373588091344,down,0.5,,,
34,34,1969-05-26,104.589996,105.139999,103.800003,104.360001,9030000,104.99266646666665,0.3588410127771056,82.62092124938077,89.10104608683659,54.737094131496725,70.6231611619602,down,0.5,,,
35,35,1969-05-27,104.360001,104.68,103.120003,103.57,10580000,104.90666639999998,0.16380717181235127,78.17296430519916,86.00665803713848,47.37648707951142,94.06536211478071,down,0.5,,,
36,36,1969-05-28,103.57,103.910004,102.290001,103.260002,11330000,104.81266666666666,-0.021036191503128517,72.79734012377796,82.32298105784882,44.82902835748219,96.13261896770568,down,0.385059591748536,,,
37,37,1969-05-29,103.260002,104.269997,102.760002,103.459999,11770000,104.7033334,-0.16504494683952942,66.87765011229871,77.86374189278601,46.81592459206186,73.70789238734334,down,0.5,,,
38,38,1969-06-02,103.459999,103.75,102.400002,102.940002,9180000,104.56266666666669,-0.3461763129003685,60.31444195280206,72.61598484709198,42.52751193164673,85.3932261077928,down,0.5,,,
39,39,1969-06-03,102.940002,103.599998,102.089996,102.629997,11190000,104.41199986666666,-0.5087596341023897,53.20272313826122,66.66314406295963,40.16536336662249,92.35963529863056,down,0.4583318643209488,,,
40,40,1969-06-04,102.629997,103.449997,102.07,102.589996,10840000,104.22866653333332,-0.6399272722185003,45.87153462381932,60.13160506778738,39.85772775794706,89.24731645276712,down,0.4636739937196688,,,
41,41,1969-06-05,102.589996,103.449997,102.050003,102.760002,12350000,104.00199973333332,-0.6946442418373948,38.75584711454997,53.12956657162758,41.89467110784979,85.06489824030369,down,0.5,,,
42,42,1969-06-06,102.760002,103.410004,101.68,102.120003,12520000,103.7533334,-0.7597389632126408,32.037826463979656,45.94336829221021,36.83666701350886,98.45814740243006,down,0.5,,,
43,43,1969-06-09,102.120003,102.160004,100.540001,101.199997,10650000,103.43733306666664,-0.8998446585903109,25.942673259648426,38.88840273411636,31.035952212894802,110.73831734303499,down,0.5,,,
44,44,1969-06-10,101.199997,101.760002,100.019997,100.41999799999999,10660000,103.13399953333332,-1.0703548413923585,20.591264689530735,32.24544894605939,27.134619489632183,102.34380722042569,down,0.5,,,
45,45,1969-06-11,100.41999799999999,100.709999,99.019997,99.050003,13640000,102.801333,-1.3144947879074351,15.856237529067553,26.19058813771965,21.92217758947677,117.19845383170623,down,0.5,,,
46,46,1969-06-12,99.050003,99.779999,97.959999,98.260002,11790000,102.38733306666668,-1.5527520122337677,11.808828845982148,20.796725159415608,19.58575617904863,111.44569576507985,down,0.2678582482940575,,,
47,47,1969-06-13,98.260002,99.510002,97.589996,98.650002,13070000,101.99066666666668,-1.668132892681939,8.823316695590632,16.085443688193518,23.89782989179601,90.6249605129129,down,0.5,,,
48,48,1969-06-16,98.650002,99.639999,97.910004,98.32,10400000,101.57266693333334,-1.7555268439303262,6.572099511916366,12.162794356880154,22.784486618073867,90.3310766896385,down,0.5,,,
49,49,1969-06-17,98.32,98.709999,96.879997,97.949997,12210000,101.14533333333334,-1.8401383129263564,4.9018197467435725,9.068081684496423,21.5710548409981,94.92241471231895,down,0.5,,,
50,50,1969-06-18,97.949997,99.199997,97.449997,97.809998,11290000,100.7613332,-1.8848833421726847,3.676949084366691,6.765745318083567,21.112883376979312,87.41541271989189,down,0.5,,,
51,51,1969-06-19,97.809998,98.379997,96.610001,97.239998,11160000,100.3599996,-1.9348318917183605,2.753306884611209,5.050289447675587,19.31414975036334,95.12853856562927,down,0.4633017338579861,,,
52,52,1969-06-20,97.239998,98.220001,96.290001,96.66999799999999,11360000,99.90733286666664,-1.9891138224754883,2.0836403843325613,3.7773585719072016,17.69100759465941,99.15970576466472,down,0.2018331243113501,,,
53,53,1969-06-23,96.66999799999999,97.16999799999999,95.209999,96.230003,12900000,99.45999959999999,-2.0507732295425143,1.6025106076919753,2.837965451103532,16.535790782463238,100.82076641071137,down,0.0,,,
54,54,1969-06-24,96.290001,98.040001,96.290001,97.32,11460000,99.1059998,-1.953351719641887,1.806486853195905,2.1464859588786265,28.918842039504923,74.39318553232663,down,0.2214280918346756,,,
55,55,1969-06-25,97.32,98.300003,96.559998,97.010002,10490000,98.7340002,-1.8656843399280088,2.286285621676254,1.8308792817401915,27.661865628492194,78.1552980959461,down,0.0,,,
56,56,1969-06-26,97.010002,97.910004,95.970001,97.25,10310000,98.36666673333332,-1.7389641006600132,3.0743491431891217,1.898427694188089,30.19166973301657,75.12195419393034,down,0.0,,,
57,57,1969-06-27,97.25,98.150002,96.650002,97.33000200000001,9020000,98.04733333333333,-1.5682278167327444,4.100010533543337,2.3890405393538043,31.057208172361737,69.49638165727924,down,0.0,,,
58,58,1969-06-30,97.33000200000001,98.639999,96.82,97.709999,8640000,97.81466679999998,-1.3514789959096447,5.48918806677656,3.1535484328029484,35.16895297725854,61.832078550193046,down,0.0,,,
59,59,1969-07-01,97.709999,98.660004,97.129997,98.08000200000001,9890000,97.65866706666664,-1.130324075390334,7.357645837496928,4.2211825811697175,38.984751465879,47.81812727272707,down,0.11363739669212936,,,
60,60,1969-07-02,98.08000200000001,99.5,97.809998,98.940002,11350000,97.65133366666664,-0.8491038008276774,10.029931542717337,5.648948145938988,46.819620126674096,18.380678336980203,down,0.3772897402348144,,,
61,61,1969-07-03,98.940002,100.25,98.620003,99.610001,10110000,97.74133359999999,-0.5468936111852685,13.609523449744634,7.625588482330321,51.99175189597997,0.6771557562078135,down,0.5,,,
62,62,1969-07-07,99.610001,100.33000200000001,98.449997,99.029999,9970000,97.76666673333334,-0.3475659579926855,17.678701767447425,10.332366943319679,47.66960321368314,24.206364244768906,down,0.5,,,
63,63,1969-07-08,98.980003,98.980003,97.150002,97.629997,9320000,97.72066653333334,-0.29076695081229786,21.451323349194926,13.772718919969847,39.19884364498482,52.73444175716301,down,0.5,,,
64,64,1969-07-09,97.629997,97.849998,96.33000200000001,96.879997,9320000,97.6493332,-0.2933504127074116,24.590773322867594,17.579849522129038,35.55394158432394,67.38287067409915,down,0.5,,,
65,65,1969-07-10,96.879997,97.040001,95.029999,95.379997,11450000,97.48733313333334,-0.4121270397450445,26.734498602763253,21.24026614650336,29.62149017782612,96.67972850797143,down,0.3725489363064944,,,
66,66,1969-07-11,95.379997,96.650002,94.809998,95.769997,11730000,97.38933306666668,-0.4797140632113468,28.25865901201125,24.258865091608637,32.762822898348496,86.03778148804821,down,0.5,,,
67,67,1969-07-14,95.769997,96.16999799999999,94.199997,94.550003,8310000,97.24800006666668,-0.6208183609416267,28.92354075482872,26.527976979214078,28.480329932416,104.7100509347455,down,0.10197506059194708,,,
68,68,1969-07-15,94.550003,95.0,93.110001,94.239998,11110000,97.11533306666666,-0.7557565300815696,28.67149809514576,27.97223278986779,27.496787746247854,99.347455670917,down,0.16071415019162846,,,
69,69,1969-07-16,94.239998,95.83000200000001,94.220001,95.18,10470000,96.97266640000002,-0.7701221974513288,28.26938273324621,28.61789928732863,34.84437350692858,71.32965771057363,down,0.390151094754204,,,
70,70,1969-07-17,95.18,96.709999,95.07,95.760002,10450000,96.88933306666668,-0.7303814302110112,28.018173643248712,28.621473861073607,38.95513207569358,63.29639012515374,down,0.5,,,
71,71,1969-07-18,95.760002,95.839996,94.18,94.949997,8590000,96.73599953333334,-0.7854418431149242,27.38555411405697,28.31968482388028,35.57909054623475,74.51529438846345,down,0.5,,,
72,72,1969-07-22,94.949997,95.449997,93.150002,93.519997,9780000,96.4819992,-0.9793869325421838,25.88416991740078,27.89103683018402,30.546042542284113,94.32138582806282,down,0.5,,,
73,73,1969-07-23,93.519997,93.989998,92.07,93.120003,11680000,96.17599946666668,-1.1697344596711758,23.71435761839459,27.09596589156888,29.29759493070759,99.86146816323156,down,0.5,,,
74,74,1969-07-24,93.120003,93.870003,92.290001,92.800003,9750000,95.82399953333336,-1.3266140610757446,21.045865015403205,25.66136054995084,28.30104507979464,91.16219342319759,down,0.5,,,
75,75,1969-07-25,92.800003,93.279999,91.540001,92.059998,9800000,95.36533260000002,-1.4745649625420896,18.09052685869706,23.548130850399584,26.09087797295805,100.12108955905823,down,0.5,,,
76,76,1969-07-28,91.910004,91.910004,89.83000200000002,90.209999,11800000,94.7386658,-1.7271856185017072,15.118886698183141,20.95024983083168,21.55818454499809,115.13085152094985,down,0.09147824134247684,,,
77,77,1969-07-29,90.209999,91.559998,89.059998,89.480003,13630000,94.1019994,-1.9416560377059968,12.448595295484555,18.085092857427856,20.076075546607925,103.82512526501377,down,0.0,,,
78,78,1969-07-30,89.480003,90.82,88.040001,89.93,15580000,93.58866626666664,-2.0586811158669462,10.425362660579102,15.219336284121635,23.564558142666478,90.10236632536959,down,0.0,,,
79,79,1969-07-31,89.959999,92.400002,89.959999,91.83000200000001,14160000,93.25199993333332,-1.926065211753368,9.776554917210255,12.664281551415653,36.222336525882255,57.888877777777736,down,0.0,,,
80,80,1969-08-01,91.91999799999999,94.190002,91.91999799999999,93.470001,15070000,93.12466686666666,-1.6260403394896201,10.707636936966946,10.883504291091356,44.73027294151844,37.37022776706526,down,0.2400014999999982,,,
81,81,1969-08-04,93.470001,94.41999799999999,92.290001,92.989998,10700000,92.93933359999998,-1.4372864723437289,12.565825182388526,10.303184838252152,42.92536650095619,42.906595826204345,down,0.0,,,
82,82,1969-08-05,92.989998,94.019997,92.129997,93.410004,8940000,92.86333366666666,-1.2421580205948288,15.213892062425408,11.016672345521961,45.01603616645564,38.062234847112975,down,0.03968510961163589,,,
83,83,1969-08-06,93.410004,94.760002,93.019997,93.91999799999999,11100000,92.84200033333336,-1.0051332225686451,18.47062194849806,12.829118060593677,47.52938459720649,32.17994975316034,down,0.4742647248053466,,,
84,84,1969-08-07,93.91999799999999,94.769997,93.16999799999999,93.989998,9450000,92.76266686666668,-0.7586275904254478,22.142663359138414,15.416779731104047,47.881533178315294,31.37256779067307,down,0.5,,,
85,85,1969-08-08,93.989998,94.629997,93.290001,93.940002,8760000,92.64133353333335,-0.5401312869667834,26.244765258056997,18.60905912335401,47.635630304755885,24.358913050585205,up,1.0,sell,,
86,86,1969-08-11,93.940002,94.239998,92.769997,93.360001,6680000,92.5353338,-0.3897774870922035,30.545945710995568,22.28601685523121,44.76353965682662,28.20508944944102,up,0.7664242341075149,,,
87,87,1969-08-12,93.360001,93.660004,92.190002,92.629997,7870000,92.47600046666666,-0.29838338291293104,34.73545971653201,26.31112477606371,41.38168039813926,31.797938661479147,down,0.5,buy,,
88,88,1969-08-13,92.629997,93.260002,91.480003,92.699997,9910000,92.44800006666668,-0.16588918009600204,38.88587323725499,30.508723561861572,41.83546199120399,30.75781917255237,down,0.5,,,
89,89,1969-08-14,92.699997,93.870003,92.32,93.339996,9690000,92.48399959999999,0.01574425535086732,43.2723087285989,34.722426221594226,45.954880634072026,21.24817013264205,down,0.5,,,
90,90,1969-08-15,93.339996,94.5,92.91999799999999,94.0,10210000,92.61333306666666,0.21371243484118446,48.12944921128087,38.964547227462006,49.895852041366645,11.441269801646294,down,0.5,,,
91,91,1969-08-18,94.0,95.0,93.510002,94.57,9420000,92.9039998,0.3683758104448884,53.3681760784888,43.4292103923783,53.07810925036947,2.9717253918131665,down,0.5,,,
